pIC50,num_atoms,logP,Mol,molecular_weight,polar_surface_area,h_bond_donors,h_bond_acceptors,rotatable_bonds,ring_count,aromatic_rings,logS,electrostatic_potential,shape_index,surface_area,unified_smiles,Cluster
0.51,11,0.2897,<rdkit.Chem.rdchem.Mol object at 0x7b80586e59a0>,262.955559812,68.00999999999999,2,3,1,1,1,-0.28969999999999974,-0.6861393724788194,276.2848350774007,77.29924233678324,NNC(=O)c1ccnc(I)c1,0
0.24,17,0.6112,<rdkit.Chem.rdchem.Mol object at 0x7b80586e5a10>,232.070873496,133.85000000000002,2,7,2,2,2,-0.6112,-0.8950924506448216,565.198803835886,95.48019838492574,Nc1nc(N)nc(-c2ccccc2[N+](=O)[O-])n1,0
0.24,17,0.6112,<rdkit.Chem.rdchem.Mol object at 0x7b80586e5a80>,232.070873496,133.85000000000002,2,7,2,2,2,-0.6112,-0.902867147569355,565.198803835886,95.48019838492576,Nc1nc(N)nc(-c2cccc([N+](=O)[O-])c2)n1,0
0.24,17,0.6112,<rdkit.Chem.rdchem.Mol object at 0x7b80586e5af0>,232.070873496,133.85000000000002,2,7,2,2,2,-0.6112,-0.9031225090052997,547.948803835886,95.48019838492576,Nc1nc(N)nc(-c2ccc([N+](=O)[O-])cc2)n1,0
0.04,15,1.3564,<rdkit.Chem.rdchem.Mol object at 0x7b80586e5b60>,221.04682293599998,90.71,2,5,1,2,2,-1.3564,-0.8889738913877383,479.36141907675193,91.13048888930761,Nc1nc(N)nc(-c2ccccc2Cl)n1,0
0.09,11,1.0526,<rdkit.Chem.rdchem.Mol object at 0x7b80586e5bd0>,213.974174944,55.12,2,2,1,1,1,-1.0525999999999995,-0.7226932256321854,274.8980131294879,72.68530384043443,NNC(=O)c1ccccc1Br,0
0.0,24,2.3827,<rdkit.Chem.rdchem.Mol object at 0x7b80586e5c40>,325.10625596,85.03999999999999,0,5,4,3,2,-2.3827,-0.9629442946169775,817.8402970216143,137.89057595212876,COCN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,1
0.0,22,3.1279,<rdkit.Chem.rdchem.Mol object at 0x7b80586e5cb0>,314.0822054,41.9,0,3,3,3,2,-3.1279000000000012,-0.9513229869445666,728.6937262279883,133.54086645651066,COCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,1
0.0,23,3.7813,<rdkit.Chem.rdchem.Mol object at 0x7b80586e5d20>,348.043233048,41.9,0,3,3,3,2,-3.7813000000000025,-0.8900226267325707,789.9128768067087,143.84413268339227,COCN1C(=O)CN=C(c2ccccc2Cl)c2cc(Cl)ccc21,1
0.0,22,3.8445,<rdkit.Chem.rdchem.Mol object at 0x7b80586e5d90>,330.05936178,32.67,0,3,3,3,2,-3.8445000000000027,-0.8562372171425416,730.6937262279883,138.550431252369,CSCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,1
0.0,11,4.05399,<rdkit.Chem.rdchem.Mol object at 0x7b80586e5e00>,204.010113384,0.0,0,3,3,1,1,-4.053990000000002,-0.3205369311826094,269.10969226522656,80.28600395429213,CCCc1ssc(=S)c1CC,0
0.01,13,2.3008,<rdkit.Chem.rdchem.Mol object at 0x7b80586e5e70>,172.100048384,16.130000000000003,0,2,1,2,2,-2.3007999999999997,-0.6744726540909493,415.8647222264355,77.82243353117526,CN(C)c1cccc2cccnc12,0
0.03,19,1.4988,<rdkit.Chem.rdchem.Mol object at 0x7b80586e5ee0>,263.163376912,36.02,0,3,5,2,1,-1.4988,-1.0961147943730871,448.0721466156208,113.89967722130137,COc1cccc(N2CCN(CCN(C)C)C2=O)c1,0
0.25,12,0.6086,<rdkit.Chem.rdchem.Mol object at 0x7b80586e5f50>,166.12184644799999,32.260000000000005,0,4,2,1,1,-0.6085999999999998,-0.6806347300400183,212.73970244066402,72.81858844778789,CN(C)c1ccc(N(C)C)nn1,0
0.01,9,2.00686,<rdkit.Chem.rdchem.Mol object at 0x7b80586e5fc0>,121.08914935199999,12.89,0,1,0,1,1,-2.00686,-0.3884467187657439,215.80766205433727,55.7458774436333,Cc1ccc(C)c(C)n1,0
0.02,11,1.751,<rdkit.Chem.rdchem.Mol object at 0x7b80586e6030>,154.043007684,26.3,0,2,1,1,1,-1.751,-0.36123078937506403,270.54949758389114,63.601890080767056,CC(=O)Oc1ccccc1F,0
0.0,11,3.0107,<rdkit.Chem.rdchem.Mol object at 0x7b80586e60a0>,234.903568116,43.14,0,2,1,1,1,-3.010700000000001,-0.2045418613090182,302.6337992264623,76.2551926745198,O=[N+]([O-])c1ccc(Br)c(Cl)c1,0
0.02,11,1.7208,<rdkit.Chem.rdchem.Mol object at 0x7b80586e6180>,147.104799416,12.03,1,1,0,2,1,-1.7208,-0.6552390578693987,254.80461928814677,67.43520260716221,CC1Cc2ccccc2CN1,0
0.0,20,2.33042,<rdkit.Chem.rdchem.Mol object at 0x7b80586e61f0>,269.10519334,55.4,1,3,4,2,2,-2.33042,-0.9415241117594216,590.8788667617675,116.93471739634991,Cc1ccc(OC(=O)CNC(=O)c2ccccc2)cc1,1
0.01,21,2.0306,<rdkit.Chem.rdchem.Mol object at 0x7b80586e6260>,285.10010796,64.63,1,4,5,2,2,-2.0305999999999997,-1.065753200900118,607.9339198325922,122.04826262585681,COc1ccc(OC(=O)CNC(=O)c2ccccc2)cc1,1
0.01,20,2.1611,<rdkit.Chem.rdchem.Mol object at 0x7b80586e62d0>,273.080121464,55.400000000000006,1,3,4,2,2,-2.1611000000000002,-0.8634417458543096,596.2755078276398,114.73531068487952,O=C(CNC(=O)c1ccccc1)Oc1ccc(F)cc1,1
0.0,27,7.2657,<rdkit.Chem.rdchem.Mol object at 0x7b80586e6340>,390.195996102,44.760000000000005,0,4,13,2,2,-7.265700000000007,-1.2486537072841108,627.7268373621044,163.02816483252278,CC(C)CCCCCCCOP(=O)(Oc1ccccc1)Oc1ccccc1,1
0.0,46,2.7529,<rdkit.Chem.rdchem.Mol object at 0x7b80586e63b0>,656.156362084,160.83,3,14,6,8,3,-2.752900000000001,-2.731157876234427,1601.098625016832,266.56200328692984,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,2
0.36,11,0.4476,<rdkit.Chem.rdchem.Mol object at 0x7b80586e6420>,214.969423912,68.00999999999999,2,3,1,1,1,-0.4475999999999997,-0.6862204481853355,276.2848350774007,71.90495182138095,NNC(=O)c1ccnc(Br)c1,0
0.0,21,2.5583,<rdkit.Chem.rdchem.Mol object at 0x7b80586e6490>,297.0960852,135.60999999999999,2,6,8,1,1,-2.5583,-0.9682777078963597,559.9237874547186,119.43262528672405,CCCCC(Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O,1
0.22,14,0.6493,<rdkit.Chem.rdchem.Mol object at 0x7b80586e6500>,229.981984052,93.28000000000002,2,5,1,2,2,-0.6493,-0.7660519415849615,588.0007565116755,83.86797924421397,NS(=O)(=O)c1nc2ccc(O)cc2s1,0
0.28,13,0.5572,<rdkit.Chem.rdchem.Mol object at 0x7b80586e6570>,177.053826464,78.99,1,4,1,2,2,-0.5571999999999999,-0.8197196720632068,410.5824177083131,73.92296959835153,Nc1c(-c2ccccc2)no[n+]1[O-],0
0.0,15,2.6579,<rdkit.Chem.rdchem.Mol object at 0x7b80586e65e0>,225.08234972,38.33,1,3,4,1,1,-2.6579000000000006,-0.7900973606420937,328.1188895793997,94.20415323000394,CCSCc1ccccc1OC(=O)NC,0
0.0,20,2.9013,<rdkit.Chem.rdchem.Mol object at 0x7b80586e6650>,272.104858992,55.760000000000005,1,3,6,2,2,-2.9013000000000018,-1.2436037979746735,578.2856731418286,117.13111209440099,COc1cc(CC(=O)O)ccc1OCc1ccccc1,1
0.02,20,1.6042,<rdkit.Chem.rdchem.Mol object at 0x7b80586e66c0>,270.100442308,81.41999999999999,2,4,4,2,2,-1.6041999999999998,-1.1739966288929358,594.2755078276398,115.90966597896602,Nc1ccc(OC(=O)CNC(=O)c2ccccc2)cc1,1
0.28,13,0.5572,<rdkit.Chem.rdchem.Mol object at 0x7b80586e6730>,177.053826464,78.99,1,4,1,2,2,-0.5572,-0.6333584580414822,391.0824177083131,73.92296959835153,Nc1no[n+]([O-])c1-c1ccccc1,0
0.39,15,0.41177,<rdkit.Chem.rdchem.Mol object at 0x7b80586e67a0>,207.075624528,117.4,3,4,3,1,1,-0.4117700000000001,-1.0550981075413746,397.9979852543765,85.25482545677063,N=C(N)NN=Cc1ccc([N+](=O)[O-])cc1,0
0.01,12,1.8507,<rdkit.Chem.rdchem.Mol object at 0x7b80586e6810>,186.019605144,61.36,3,2,1,1,1,-1.8507,-0.8743102677162558,273.23979432065255,74.1091301797091,O=C(NO)Nc1ccc(Cl)cc1,0
0.04,14,1.4173,<rdkit.Chem.rdchem.Mol object at 0x7b80586e6880>,196.084792244,61.8,2,3,2,1,1,-1.4173,-1.0389317464258987,327.58803484394434,81.85926489772285,CON(C)C(=O)Nc1cccc(O)c1,0
0.03,15,1.4655,<rdkit.Chem.rdchem.Mol object at 0x7b80586e68f0>,264.996307356,90.71,2,5,1,2,2,-1.4655,-0.8904664262123834,479.36141907675193,94.6947702680673,Nc1nc(N)nc(-c2cccc(Br)c2)n1,0
0.01,17,1.8257,<rdkit.Chem.rdchem.Mol object at 0x7b80586e6960>,256.063011244,89.65,1,6,2,2,1,-1.8256999999999999,-0.5536136045925345,482.3404457678881,101.68694152518025,CC1NC(=Nc2ncc([N+](=O)[O-])s2)OC1(C)C,0
0.1,14,0.988,<rdkit.Chem.rdchem.Mol object at 0x7b80586e69d0>,189.078978592,37.38,0,2,2,2,1,-0.988,-0.6262761378228001,358.8100978010117,82.33316040824168,O=C1CC(=O)N(Cc2ccccc2)C1,0
0.0,21,2.5421,<rdkit.Chem.rdchem.Mol object at 0x7b80586e6a40>,279.137162164,44.7,1,3,2,3,2,-2.5420999999999996,-1.0740482972397971,705.2300893568541,123.67391718373014,CN(C)c1ccc2c(c1)C(c1ccccc1)=NCC(=O)N2,1
0.0,23,3.2198,<rdkit.Chem.rdchem.Mol object at 0x7b80586e6ab0>,327.113839876,35.910000000000004,0,3,2,3,2,-3.219800000000002,-0.9817671692764394,798.6037492600435,140.55209701160373,CN(C)c1ccc2c(c1)C(c1ccccc1Cl)=NCC(=O)N2C,1
0.0,22,4.4606,<rdkit.Chem.rdchem.Mol object at 0x7b80586e6b20>,351.993696012,32.67,0,2,1,3,2,-4.460600000000002,-0.6454865186440355,781.7230824045508,142.66891156637047,CN1C(=O)CN=C(c2c(Cl)cccc2Cl)c2cc(Cl)ccc21,1
0.0,16,4.1544,<rdkit.Chem.rdchem.Mol object at 0x7b80586e6b90>,212.15650064,0.0,0,0,1,5,1,-4.154400000000003,-0.7333710692275421,354.4749417817047,98.06333080287537,c1ccc(C23CC4CC(CC(C4)C2)C3)cc1,0
0.0,18,2.4576,<rdkit.Chem.rdchem.Mol object at 0x7b80586e6c00>,259.05123962,57.25,2,2,1,3,2,-2.4576000000000002,-0.8623882480681628,631.6908431941773,108.69662593262949,O=C1CN=C(c2ccc[nH]2)c2cc(Cl)ccc2N1,1
0.54,15,0.265,<rdkit.Chem.rdchem.Mol object at 0x7b80586e6c70>,204.053492116,66.48,1,3,2,2,1,-0.2649999999999999,-0.597253903176024,427.5534582564168,85.6796025774969,O=C1NC(=O)N(Cc2ccccc2)C1=O,0
0.03,12,1.5426,<rdkit.Chem.rdchem.Mol object at 0x7b80586e6ce0>,165.078978592,38.33,1,2,2,1,1,-1.5426,-0.7672510076726679,245.96526492984668,71.35115897584546,CNC(=O)OCc1ccccc1,0
0.1,15,1.01142,<rdkit.Chem.rdchem.Mol object at 0x7b80586e6d50>,201.10144535199998,90.71,2,5,1,2,2,-1.0114199999999998,-0.9715601568310713,474.67146314085926,87.19216477682255,Cc1ccccc1-c1nc(N)nc(N)n1,0
0.02,18,1.7218,<rdkit.Chem.rdchem.Mol object at 0x7b80586e6dc0>,255.073179916,90.71,2,5,1,2,2,-1.7218,-0.8893113314437747,561.7161016480987,99.68877098560127,Nc1nc(N)nc(-c2cccc(C(F)(F)F)c2)n1,0
0.0,21,2.7604,<rdkit.Chem.rdchem.Mol object at 0x7b80586e6ea0>,285.07495583200006,98.26,1,5,5,2,2,-2.7604000000000006,-0.998472913778437,729.1774365451759,119.18151329647127,C=Cn1c([N+](=O)[O-])cnc1C=Cc1ccc(C(=O)O)cc1,1
0.14,15,0.8421,<rdkit.Chem.rdchem.Mol object at 0x7b80586e6f10>,205.076373476,90.71,2,5,1,2,2,-0.8421000000000001,-0.8943351874860416,479.36141907675193,84.99275806535218,Nc1nc(N)nc(-c2cccc(F)c2)n1,0
0.14,15,0.8421,<rdkit.Chem.rdchem.Mol object at 0x7b80586e6f80>,205.076373476,90.71,2,5,1,2,2,-0.8421000000000001,-0.894453927463945,462.1114190767521,84.99275806535219,Nc1nc(N)nc(-c2ccc(F)cc2)n1,0
0.03,15,1.4655,<rdkit.Chem.rdchem.Mol object at 0x7b80586e6ff0>,264.996307356,90.71,2,5,1,2,2,-1.4655,-0.888566234951354,479.36141907675193,94.69477026806729,Nc1nc(N)nc(-c2ccccc2Br)n1,0
0.11,10,0.9729,<rdkit.Chem.rdchem.Mol object at 0x7b80586e7060>,136.100048384,38.91,1,2,3,1,1,-0.9729000000000002,-0.7380950014810912,171.872282370036,61.08576814064602,NCCCc1ccncc1,0
0.0,24,3.8602,<rdkit.Chem.rdchem.Mol object at 0x7b80586e70d0>,347.092435736,66.84,1,3,7,2,2,-3.8602000000000025,-1.247661699414763,697.9636292732657,144.97207309081614,COc1ccc(N(CCCC(=O)O)C(=O)c2ccc(Cl)cc2)cc1,1
0.06,10,1.24,<rdkit.Chem.rdchem.Mol object at 0x7b80586e7140>,183.01190081,55.4,1,4,3,0,0,-1.24,-0.5384738033186292,163.88563895756639,63.96318106664046,COP(=O)(NC(C)=O)SC,0
0.4,10,0.39932,<rdkit.Chem.rdchem.Mol object at 0x7b80586e7220>,139.063328528,42.23,1,3,0,1,1,-0.39931999999999984,-0.6704225335559848,300.96468344759177,58.54666266807178,Cc1c(O)c(=O)ccn1C,0
0.13,11,0.88222,<rdkit.Chem.rdchem.Mol object at 0x7b80586e7290>,153.078978592,42.230000000000004,1,3,1,1,1,-0.8822199999999998,-0.7057066271103318,314.35836374880205,64.91160478246839,CCn1ccc(=O)c(O)c1C,0
0.05,12,1.27232,<rdkit.Chem.rdchem.Mol object at 0x7b80586e7300>,167.094628656,42.230000000000004,1,3,2,1,1,-1.27232,-0.757396467229687,327.790687139693,71.276546896865,CCCn1ccc(=O)c(O)c1C,0
0.04,12,1.44322,<rdkit.Chem.rdchem.Mol object at 0x7b80586e7370>,167.094628656,42.23,1,3,1,1,1,-1.4432199999999997,-0.7359354108260341,338.87203889304567,71.27654689686499,Cc1c(O)c(=O)ccn1C(C)C,0
0.02,13,1.66242,<rdkit.Chem.rdchem.Mol object at 0x7b80586e73e0>,181.11027872,42.230000000000004,1,3,3,1,1,-1.6624199999999998,-0.8106443883627529,341.2682492843332,77.64148901126161,CCCCn1ccc(=O)c(O)c1C,0
0.01,14,2.05252,<rdkit.Chem.rdchem.Mol object at 0x7b80586e7450>,195.125928784,42.230000000000004,1,3,4,1,1,-2.05252,-0.8639495896943954,354.79543102653986,84.00643112565822,CCCCCn1ccc(=O)c(O)c1C,0
0.0,15,2.44262,<rdkit.Chem.rdchem.Mol object at 0x7b80586e74c0>,209.141578848,42.230000000000004,1,3,5,1,1,-2.4426200000000007,-0.9172555690835492,368.37513561403557,90.37137324005484,CCCCCCn1ccc(=O)c(O)c1C,0
0.0,56,2.8722,<rdkit.Chem.rdchem.Mol object at 0x7b80586e75a0>,794.4452567920001,192.05999999999997,5,14,8,8,0,-2.872200000000003,-3.5761092946404087,1425.7507113371103,330.00667815475106,COC1C(O)CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC1C,2
0.04,10,1.4499,<rdkit.Chem.rdchem.Mol object at 0x7b80586e7610>,155.040484908,20.310000000000002,0,2,1,1,1,-1.4499000000000002,-0.4754146150297748,215.51979551896994,64.08794850334542,CN(C)C(=O)c1cccs1,0
0.0,18,6.1982,<rdkit.Chem.rdchem.Mol object at 0x7b80586e7680>,319.896540088,18.46,0,2,0,3,2,-6.198200000000001,-0.2575431075268765,599.0110495664154,122.92282153857224,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2,1
0.0,15,4.6455,<rdkit.Chem.rdchem.Mol object at 0x7b80586e76f0>,208.034671256,0.0,0,1,0,4,4,-4.645500000000001,-0.5039977075839958,699.6490549096952,91.09578486524964,c1cc2ccc3cccc4sc(c1)c2c34,1
0.35,17,0.4546,<rdkit.Chem.rdchem.Mol object at 0x7b80586e77d0>,232.084792244,66.48,1,3,2,2,1,-0.4545999999999999,-0.7214659970998173,469.8989022073321,98.40948680629012,CC(=O)NC1CC(=O)N(c2ccccc2)C1=O,0
0.12,10,0.9287,<rdkit.Chem.rdchem.Mol object at 0x7b80586e7840>,158.087769448,6.48,0,1,2,1,0,-0.9286999999999997,-0.5502185802362066,121.5677964944704,67.80152014829159,CCN1CCN(CC)C1=S,0
0.01,13,2.099,<rdkit.Chem.rdchem.Mol object at 0x7b80586e78b0>,200.13471964,6.48,0,1,4,1,0,-2.099,-0.7070008015754022,150.30768089781682,86.8963464914814,CCCN1CCCN(CCC)C1=S,0
0.0,14,3.7058,<rdkit.Chem.rdchem.Mol object at 0x7b80586e7920>,250.958190532,49.66,1,3,1,2,2,-3.7058000000000013,-0.6080310045663981,510.69331220127367,88.46958099330003,O=Nc1c(Br)cc2ccccc2c1O,0
0.0,19,2.53552,<rdkit.Chem.rdchem.Mol object at 0x7b80586e7990>,340.983359724,85.08,2,4,3,2,2,-2.53552,-0.9841213239210332,699.4144770243669,119.59116379958132,Cc1cc(Br)cnc1NS(=O)(=O)c1ccc(N)cc1,1
0.0,19,2.53552,<rdkit.Chem.rdchem.Mol object at 0x7b80586e7a00>,340.983359724,85.08,2,4,3,2,2,-2.53552,-0.9829753976465924,699.4144770243669,119.59116379958131,Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)c(Br)c1,1
0.0,12,3.644,<rdkit.Chem.rdchem.Mol object at 0x7b80586e7a70>,158.109550448,0.0,0,0,1,2,1,-3.644000000000003,-0.6037091993866534,269.34960143010596,73.92562162016313,C1=C(c2ccccc2)CCCC1,0
0.06,16,1.2482,<rdkit.Chem.rdchem.Mol object at 0x7b80586e7ae0>,220.048406736,80.52,0,4,2,2,1,-1.2481999999999998,-0.4174054946898725,467.46230296585657,90.62119401634487,O=C1CCC(=O)N1c1cccc([N+](=O)[O-])c1,0
0.17,15,0.7646,<rdkit.Chem.rdchem.Mol object at 0x7b80586e7b50>,227.047695528,83.66,1,7,2,2,1,-0.7646,-0.6113911354897686,415.2679728183601,89.60334573708352,CN1CCN=C1Nc1ncc([N+](=O)[O-])s1,0
0.07,16,1.1547,<rdkit.Chem.rdchem.Mol object at 0x7b80586e7bc0>,241.063345592,83.66,1,7,3,2,1,-1.1546999999999996,-0.6469633667814682,429.818089907723,95.96828785148011,CCN1CCN=C1Nc1ncc([N+](=O)[O-])s1,0
0.11,16,0.9623,<rdkit.Chem.rdchem.Mol object at 0x7b80586e7c30>,241.063345592,83.66,1,5,2,2,1,-0.9622999999999999,-0.6262841986318918,443.3919989558818,95.96828785148013,CC1CN(C)C(=Nc2ncc([N+](=O)[O-])s2)N1,0
0.12,16,0.916,<rdkit.Chem.rdchem.Mol object at 0x7b80586e7ca0>,241.063345592,74.87,0,5,2,2,1,-0.9159999999999998,-0.5719016142506954,431.3919989558817,96.17825933807543,CN1CCN(C)C1=Nc1ncc([N+](=O)[O-])s1,0
0.11,16,0.9623,<rdkit.Chem.rdchem.Mol object at 0x7b80586e7d10>,241.063345592,83.66,1,5,2,2,1,-0.9622999999999999,-0.625780278156398,443.3919989558817,95.9682878514801,CC1CNC(=Nc2ncc([N+](=O)[O-])s2)N1C,0
0.0,12,3.0676,<rdkit.Chem.rdchem.Mol object at 0x7b80586e7d80>,172.14632988,37.3,1,1,7,0,0,-3.0676000000000014,-0.7988800885987477,121.00698692803581,74.97948590963881,CCCCCC(CCC)C(=O)O,0
0.0,36,3.7493,<rdkit.Chem.rdchem.Mol object at 0x7b80586e7df0>,504.30870374799986,94.45000000000002,2,7,4,6,0,-3.749300000000003,-2.0142118714625576,919.298752335303,214.43721080003823,COC1CC(OC2CCC3(C)C2CCC2C3CCC3(C)C(C4=CC(=O)OC4)CCC23O)OC(C)C1O,2
0.0,34,3.4692,<rdkit.Chem.rdchem.Mol object at 0x7b80586e7e60>,481.315186096,136.9,3,9,17,2,1,-3.469200000000001,-2.1626544338299474,771.2630293964097,202.21711667729087,CCCCCCCCCCCCCCCC(=O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,2
0.52,7,0.28138,<rdkit.Chem.rdchem.Mol object at 0x7b80586e7ed0>,93.03269709599999,52.47,1,2,0,1,1,-0.28137999999999996,-0.3615258280985377,169.31501908184381,40.58618688572782,N#Cc1cn[nH]c1,0
0.03,11,1.4809,<rdkit.Chem.rdchem.Mol object at 0x7b80586e8040>,151.099714036,32.26,2,2,4,1,1,-1.4808999999999999,-0.9586422571231827,186.01403827281285,66.87032539849083,OCCCNc1ccccc1,0
0.49,31,0.3092,<rdkit.Chem.rdchem.Mol object at 0x7b80586e80b0>,774.8748441079999,150.64,5,7,9,1,1,-0.3092000000000002,-1.9589155795722657,796.1727716348798,220.3272536883173,CC(=O)Nc1c(I)c(C(=O)N(C)CC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,2
0.04,15,1.3793,<rdkit.Chem.rdchem.Mol object at 0x7b80586e8120>,208.023254608,114.96000000000001,1,5,2,2,2,-1.3792999999999997,-0.42077563339254465,561.1155686865981,81.81628106659731,O=[N+]([O-])c1cc([N+](=O)[O-])c2n[nH]cc2c1,0
0.0,17,2.3388,<rdkit.Chem.rdchem.Mol object at 0x7b80586e8190>,281.08506575,56.790000000000006,1,5,7,0,0,-2.3388,-0.8547210691979348,330.2675873523821,107.73561421823096,CCNP(=S)(OC)OC(C)=CC(=O)OC(C)C,0
0.0,23,3.3385,<rdkit.Chem.rdchem.Mol object at 0x7b80586e8200>,325.12738532799995,135.60999999999999,2,6,10,1,1,-3.3385000000000016,-1.0748896631629257,589.8753780226104,132.16250951551726,CCCCCCC(Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O,1
0.01,53,1.9663,<rdkit.Chem.rdchem.Mol object at 0x7b80586e8270>,761.456155824,199.98,4,15,9,3,0,-1.9663000000000062,-3.3265895464857103,1231.190969586677,314.4407673855833,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(OC=O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,2
0.0,53,3.2415,<rdkit.Chem.rdchem.Mol object at 0x7b80586e82e0>,759.476891268,179.75,3,14,8,3,0,-3.2415000000000047,-3.088528541871633,1231.678781134878,316.01147574778395,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(OC(C)=O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1C,2
0.0,52,2.8514,<rdkit.Chem.rdchem.Mol object at 0x7b80586e8350>,745.4612412040001,179.75,3,14,9,3,0,-2.851400000000006,-3.137848839034872,1185.5764542086652,309.64653363338726,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(OC=O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1C,2
0.0,53,3.2415,<rdkit.Chem.rdchem.Mol object at 0x7b80586e83c0>,759.476891268,179.75,3,14,8,3,0,-3.2415000000000056,-3.089763654117613,1231.6787811348777,316.01147574778383,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(OC(C)=O)C1C,2
0.02,14,1.6818,<rdkit.Chem.rdchem.Mol object at 0x7b80586e8430>,229.991676144,58.53,1,3,0,2,1,-1.6817999999999995,-0.46487612119466626,522.1428588468092,86.66468298352586,CC1=Nc2c(Cl)cccc2S(=O)(=O)N1,0
0.05,14,1.33682,<rdkit.Chem.rdchem.Mol object at 0x7b80586e84a0>,210.04629856,58.53,1,3,0,2,1,-1.33682,-0.5499683529469698,517.6135338338285,82.7263588710408,CC1=Nc2cc(C)ccc2S(=O)(=O)N1,0
0.05,14,1.33682,<rdkit.Chem.rdchem.Mol object at 0x7b80586e8510>,210.04629856,58.53,1,3,0,2,1,-1.33682,-0.5499987066325767,517.6135338338285,82.7263588710408,CC1=Nc2ccc(C)cc2S(=O)(=O)N1,0
0.07,14,1.1675,<rdkit.Chem.rdchem.Mol object at 0x7b80586e8580>,214.021226684,58.53,1,3,0,2,1,-1.1675,-0.47182838931741444,522.1428588468092,80.52695215957043,CC1=Nc2ccc(F)cc2S(=O)(=O)N1,0
0.03,17,1.59,<rdkit.Chem.rdchem.Mol object at 0x7b80586e85f0>,274.976754352,101.66999999999999,1,5,1,2,1,-1.5899999999999996,-0.41240541208614157,652.9792919278992,101.31765870602567,CC1=Nc2cc([N+](=O)[O-])c(Cl)cc2S(=O)(=O)N1,0
0.05,14,1.33682,<rdkit.Chem.rdchem.Mol object at 0x7b80586e8660>,210.04629856,58.53,1,3,0,2,1,-1.33682,-0.5476709483918404,517.6135338338285,82.7263588710408,CC1=Nc2c(C)cccc2S(=O)(=O)N1,0
0.0,19,2.65162,<rdkit.Chem.rdchem.Mol object at 0x7b80586e86d0>,274.066365308,51.21,0,3,4,2,2,-2.651620000000001,-0.7539431468894084,671.0904431032197,112.3702441505812,Cc1ccc(S(=O)(=O)CC(=O)c2ccccc2)cc1,1
0.29,9,0.5426,<rdkit.Chem.rdchem.Mol object at 0x7b80586e8740>,123.07964728799999,29.020000000000003,0,3,1,1,1,-0.5425999999999999,-0.5322791396594851,170.91766392765277,54.36041698038658,CN(C)c1ccncn1,0
0.29,9,0.5426,<rdkit.Chem.rdchem.Mol object at 0x7b80586e87b0>,123.07964728799999,29.020000000000003,0,3,1,1,1,-0.5425999999999999,-0.5525890509584832,170.91766392765277,54.36041698038658,CN(C)c1cncnc1,0
0.01,13,2.08102,<rdkit.Chem.rdchem.Mol object at 0x7b80586e8820>,215.028396,36.42,2,4,1,2,1,-2.0810199999999996,-0.7005137951192842,325.6583802398821,85.82401677392355,Cc1csc(Cl)c1NC1=NCCN1,0
0.0,22,2.9722,<rdkit.Chem.rdchem.Mol object at 0x7b80586e8890>,295.0956912760001,84.07999999999998,2,4,3,3,3,-2.972200000000001,-1.0531577545918152,840.2231332611786,125.68024821564931,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,1
0.33,8,0.4852,<rdkit.Chem.rdchem.Mol object at 0x7b80586e8900>,110.048012812,35.010000000000005,0,3,1,1,1,-0.48519999999999985,-0.4831257314376448,151.77465843030146,47.349186425293475,COc1cncnc1,0
0.64,15,0.19502,<rdkit.Chem.rdchem.Mol object at 0x7b80586e8970>,214.0702048,113.28,1,6,4,1,1,-0.19502000000000008,-0.8286247491546844,386.3419457376128,84.7978852147027,Cc1ncc([N+](=O)[O-])n1CCOC(N)=O,0
